NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Nữ Sát Thủ Kate,Kate,2021,C18C181h 46m,6.2/10,59K,"1,457",ActionAdventureCrime,A female assassin has 24 hours to get vengeance on her poisoner before she dies.,Cedric Nicolas-Troyan,WriterUmair AleemStarsMary Elizabeth WinsteadWoody HarrelsonMiku Patricia Martineau,582,128 47
CIA Tái Xuất,RED,2010,PG-13PG-131h 51m,7.0/10,307K,"1,463",ActionComedyCrime,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.",Robert Schwentke,WritersJon Hoeber(screenplay)Erich Hoeber(screenplay)Warren Ellis(graphic novel)StarsBruce WillisHelen MirrenMorgan Freeman,408,331 60
Valerian và Thành Phố Ngàn Hành Tinh,Valerian and the City of a Thousand Planets,2017,C13C132h 16m,6.4/10,179K,"1,464",ActionAdventureFantasy,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",Luc Besson,"WritersPierre Christin(based on the comic book series ""Valerian and Laureline"" by)Jean-Claude Mézières(based on the comic book series ""Valerian and Laureline"" by)Luc Besson(screenplay by)StarsDane DeHaanCara DelevingneClive Owen",1.2K,388 51
Quái Vật Vũ Trụ,Super 8,2011,PG-13PG-131h 52m,7.0/10,352K,"1,468",ActionMysterySci-Fi,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",J.J. Abrams,WriterJ.J. AbramsStarsElle FanningAJ MichalkaKyle Chandler,988,559 72
Những Gã Trai Hư,Bad Boys,1995,RR1h 59m,6.8/10,262K,"1,470",ActionComedyCrime,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,WritersGeorge Gallo(story)Michael Barrie(screenplay)Jim Mulholland(screenplay)StarsWill SmithMartin LawrenceLisa Boyle,318,84 41
Star Trek: Chìm Trong Bóng Tối,Star Trek Into Darkness,2013,PG-13PG-132h 12m,7.7/10,481K,"1,473",ActionAdventureSci-Fi,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",J.J. Abrams,WritersRoberto OrciAlex KurtzmanDamon LindelofStarsChris PineZachary QuintoZoe Saldana,1.2K,621 72
Vụ Cướp May Rủi,Logan Lucky,2017,C13C131h 58m,7.0/10,148K,"1,474",ActionComedyCrime,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,Steven Soderbergh,WriterJules AsnerStarsChanning TatumAdam DriverDaniel Craig,371,365 78
Austin Giải Cứu Thế Giới,Austin Powers in Goldmember,2002,PG-13PG-131h 34m,6.2/10,208K,"1,475",ActionAdventureComedy,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",Jay Roach,WritersMike Myers(characters created by)Michael McCullersStarsMike MyersBeyoncéSeth Green,802,154 62
Du Khách Bí Ẩn,The Tourist,2010,PG-13PG-131h 43m,6.0/10,241K,"1,477",ActionThriller,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",Florian Henckel von Donnersmarck,WritersFlorian Henckel von Donnersmarck(screenplay)Christopher McQuarrie(screenplay)Julian Fellowes(screenplay)StarsJohnny DeppAngelina JoliePaul Bettany,515,325 37
Chú Thuật Hồi Chiến 0,Gekijouban Jujutsu Kaisen 0,2021,C13C131h 45m,7.9/10,11K,"1,480",AnimationActionFantasy,"Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him.",Seong-Hu Park,WritersGege Akutami(manga)Hiroshi Seko(screenplay)StarsChinatsu Akasaki(voice)Aya Endô(voice)Kana Hanazawa(voice),62,36 72
Tiết Khí Sư Cuối Cùng,The Last Airbender,2010,PGPG1h 43m,4.0/10,163K,"1,491",ActionAdventureFamily,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",M. Night Shyamalan,WriterM. Night ShyamalanStarsNoah RingerNicola Peltz BeckhamJackson Rathbone,1.7K,288 20
Vũ Khí Tối Thượng,Lethal Weapon,1987,RR1h 49m,7.6/10,256K,"1,493",ActionCrimeThriller,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Richard Donner,WritersShane BlackJeffrey Boam(uncredited)StarsMel GibsonDanny GloverGary Busey,373,131 68
Cảnh Sát Beverly Hills,Beverly Hills Cop,1984,RR1h 45m,7.3/10,182K,"1,494",ActionComedyCrime,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Martin Brest,WritersDaniel Petrie Jr.(screenplay by)Danilo Bach(story by)StarsEddie MurphyJudge ReinholdJohn Ashton,257,135 66
Ninja Rùa,Teenage Mutant Ninja Turtles,2014,C13C131h 41m,5.8/10,210K,"1,501",ActionAdventureComedy,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Jonathan Liebesman,WritersJosh AppelbaumAndré NemecEvan DaughertyStarsMegan FoxWill ArnettWilliam Fichtner,591,362 31
Bắc Tây Bắc,North by Northwest,1959,ApprovedApproved2h 16m,8.3/10,324K,"1,503",ActionAdventureMystery,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Alfred Hitchcock,WriterErnest LehmanStarsCary GrantEva Marie SaintJames Mason,697,186 98
Quá Nhanh Quá Nguy Hiểm 7,Fast & Furious 7,2015,C16C162h 17m,7.1/10,386K,"1,506",ActionCrimeThriller,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,James Wan,WritersChris MorganGary Scott Thompson(characters)StarsVin DieselPaul WalkerDwayne Johnson,790,461 67
Siêu Nhân Cái Bang,Hancock,2008,PG-13PG-131h 32m,6.4/10,476K,"1,515",ActionDramaFantasy,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,WritersVy Vincent NgoVince GilliganStarsWill SmithCharlize TheronJason Bateman,701,301 49
Trò Đùa Chết Người,Joy Ride,2001,RR1h 37m,6.6/10,69K,"1,516",ActionMysteryThriller,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.",John Dahl,WritersClay TarverJ.J. AbramsStarsSteve ZahnPaul WalkerLeelee Sobieski,382,82 75
Bảy Võ Sĩ Đạo,Shichinin no samurai,1954,Not RatedNot Rated3h 27m,8.6/10,341K,"1,519",ActionDrama,"""A veteran samurai, gathers six samurais to protect a village from the cruel bandits. As the samurais teach the natives how to defend themselves, the village is attacked by a pack of 40 bandits.",Akira Kurosawa,WritersAkira Kurosawa(screenplay by)Shinobu Hashimoto(screenplay by)Hideo Oguni(screenplay by)StarsToshirô MifuneTakashi ShimuraKeiko Tsushima,806,129 98
Ác Nhân,Ang-ma-reul bo-at-da,2010,Not RatedNot Rated2h 24m,7.8/10,128K,"1,523",ActionCrimeDrama,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Jee-woon Kim,WritersPark Hoon-jung(screenplay)Jee-woon Kim(adaptation)StarsLee Byung-hunChoi Min-sikJeon Gook-hwan,409,284 67
Quỷ Đỏ 2: Binh Đoàn Địa Ngục,Hellboy II: The Golden Army,2008,PG-13PG-132h,7.0/10,269K,"1,531",ActionAdventureFantasy,A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.,Guillermo del Toro,WritersGuillermo del Toro(screenplay)Mike Mignola(story)StarsRon PerlmanSelma BlairDoug Jones,404,364 78
Những Gã Trai Hư Trọn Đời,Bad Boys for Life,2020,C18C182h 4m,6.5/10,157K,"1,535",ActionComedyCrime,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,Adil El Arbi,DirectorsAdil El ArbiBilall FallahWritersPeter Craig(story by)Joe Carnahan(story by)Chris Bremner(screenplay by)StarsWill SmithMartin LawrenceVanessa Hudgens,1.2K,255 59
Các Vị Thần Ai Cập,Gods of Egypt,2016,C16C162h 7m,5.4/10,116K,"1,537",ActionAdventureFantasy,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",Alex Proyas,WritersMatt SazamaBurk SharplessStarsBrenton ThwaitesNikolaj Coster-WaldauGerard Butler,560,223 25
Cuộc Truy Đuổi Dưới Đáy Trùng Khơi,The Hunt for Red October,1990,PGPG2h 15m,7.6/10,197K,"1,539",ActionAdventureThriller,"In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",John McTiernan,WritersTom Clancy(based on the novel by)Larry Ferguson(screenplay by)Donald E. Stewart(screenplay by)StarsSean ConneryAlec BaldwinScott Glenn,348,116 58
Cuộc Đấu Của Ender,Ender's Game,2013,PG-13PG-131h 54m,6.6/10,239K,"1,540",ActionAdventureSci-Fi,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",Gavin Hood,WritersGavin Hood(screenplay by)Orson Scott Card(based on the book Ender's Game by)StarsHarrison FordAsa ButterfieldHailee Steinfeld,683,343 51
Những Kẻ Man Rợ,Savages,2012,RR2h 11m,6.4/10,130K,"1,547",ActionCrimeDrama,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,Oliver Stone,WritersShane Salerno(screenplay)Don Winslow(screenplay)Oliver Stone(screenplay)StarsAaron Taylor-JohnsonTaylor KitschBlake Lively,357,339 59
Núi Lửa Dante,Dante's Peak,1997,PG-13PG-131h 48m,6.0/10,90K,"1,549",ActionAdventureThriller,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",Roger Donaldson,WriterLeslie BohemStarsPierce BrosnanLinda HamiltonJamie Renée Smith,349,64 43
Không Dấu Vết,Backtrace,2018,RR1h 32m,3.8/10,4.5K,"1,552",ActionDramaThriller,The lone surviving thief of a violent bank robbery is sprung from a high security facility and administered an experimental drug.,Brian A. Miller,WriterMike MaplesStarsRyan GuzmanSylvester StalloneMeadow Williams,102,47 34
Thế Giới Ngầm: Trận Chiến Đẫm Máu,Underworld: Blood Wars,2016,RR1h 31m,5.7/10,76K,"1,559",ActionAdventureFantasy,Vampire death dealer Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.,Anna Foerster,WritersCory Goodman(screenplay by)Kyle Ward(story by)Kevin Grevioux(based on characters created by)StarsKate BeckinsaleTheo JamesTobias Menzies,251,188 23
Transformers: Vùng Tối Của Mặt Trăng,Transformers: Dark of the Moon,2011,PG-13PG-132h 34m,6.2/10,405K,"1,563",ActionAdventureSci-Fi,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,WriterEhren KrugerStarsShia LaBeoufRosie Huntington-WhiteleyTyrese Gibson,989,432 42
Siêu Điệp Viên 2: Quyền Lực Của Bourne,The Bourne Supremacy,2004,PG-13PG-131h 48m,7.7/10,459K,"1,570",ActionMysteryThriller,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",Paul Greengrass,WritersRobert Ludlum(novel)Tony Gilroy(screenplay)StarsMatt DamonFranka PotenteJoan Allen,902,235 73
Max Điên 2: Hung Thần Xa Lộ,Mad Max 2,1981,RR1h 36m,7.6/10,179K,"1,571",ActionAdventureSci-Fi,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",George Miller,WritersTerry Hayes(screenplay by)George Miller(screenplay by)Brian Hannant(screenplay with)StarsMel GibsonBruce SpenceMichael Preston,390,209 77
Quái Vật Không Gian 4: Hồi Sinh,Alien Resurrection,1997,RR1h 49m,6.2/10,245K,"1,573",ActionHorrorSci-Fi,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",Jean-Pierre Jeunet,WritersDan O'Bannon(characters)Ronald Shusett(characters)Joss WhedonStarsSigourney WeaverWinona RyderDominique Pinon,796,243 63
Sát Thủ Tự Do,Ronin,1998,RR2h 2m,7.2/10,183K,"1,582",ActionCrimeThriller,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.,John Frankenheimer,WritersJ.D. Zeik(story)David Mamet(screenplay)StarsRobert De NiroJean RenoNatascha McElhone,656,149 67
Đương Đầu Với Thử Thách 4,Live Free or Die Hard,2007,PG-13PG-132h 8m,7.1/10,404K,"1,586",ActionThriller,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Len Wiseman,"WritersJohn Carlin(based upon the article ""A Farewell to Arms"" by)Roderick Thorp(certain original character by)Mark Bomback(story by)StarsBruce WillisJustin LongTimothy Olyphant",880,366 69
Điệp Viên Bám Dai,Austin Powers: The Spy Who Shagged Me,1999,PG-13PG-131h 35m,6.6/10,231K,"1,588",ActionAdventureComedy,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",Jay Roach,WritersMike Myers(characters)Michael McCullersStarsMike MyersHeather GrahamMichael York,805,117 59
Đội Tuần Tra,CHIPS,2017,RR1h 40m,6.0/10,47K,"1,591",ActionComedyCrime,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,Dax Shepard,WritersRick Rosner(based on the television series created by)Dax ShepardStarsMichael PeñaDax ShepardVincent D'Onofrio,221,125 28
Đại Chiến Hành Tinh Khỉ,War for the Planet of the Apes,2017,C16C162h 20m,7.4/10,252K,"1,595",ActionAdventureDrama,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",Matt Reeves,WritersMark BombackMatt ReevesRick Jaffa(based on characters created by)StarsAndy SerkisWoody HarrelsonSteve Zahn,945,477 82
2012: Năm Đại Họa,2012,2009,PG-13PG-132h 38m,5.8/10,374K,"1,601",ActionAdventureSci-Fi,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Roland Emmerich,WritersRoland EmmerichHarald KloserStarsJohn CusackThandiwe NewtonChiwetel Ejiofor,1.3K,248 49
Thám Tử Sherlock Holmes 2: Trò Chơi Bóng Tối,Sherlock Holmes: A Game of Shadows,2011,PG-13PG-132h 9m,7.4/10,449K,"1,602",ActionAdventureMystery,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",Guy Ritchie,WritersMichele MulroneyKieran MulroneyArthur Conan Doyle(characters)StarsRobert Downey Jr.Jude LawJared Harris,495,262 48
Lát Bánh,Layer Cake,2004,RR1h 45m,7.3/10,179K,"1,607",ActionCrimeDrama,A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.,Matthew Vaughn,WriterJ.J. Connolly(screenplay)StarsDaniel CraigSienna MillerMichael Gambon,338,147 73
Tay Đấm Huyền Thoại 6,Rocky Balboa,2006,PGPG1h 42m,7.1/10,215K,"1,608",ActionDramaSport,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.",Sylvester Stallone,WriterSylvester Stallone(characters)StarsSylvester StalloneAntonio TarverMilo Ventimiglia,1K,301 63
